Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
41,52720.0,86147,,5,1,4.64,36,0.08,High School,Full-time,Married,Yes,No,Education,No,1
50,67223.0,36246,661.0,22,1,4.24,36,0.05,High School,Full-time,Divorced,Yes,Yes,Education,Yes,0
68,23388.0,20717,543.0,26,1,22.18,24,0.2,High School,Part-time,Married,Yes,No,Education,No,1
29,26162.0,11212,574.0,19,2,10.41,36,0.05,Master's,Part-time,Divorced,No,No,Home,Yes,1
44,22879.0,66695,450.0,1,2,14.19,12,0.41,High School,Full-time,Single,Yes,No,Education,Yes,1
55,27354.0,14248,621.0,34,1,16.1,12,0.08,High School,Full-time,Married,No,Yes,Education,Yes,1
35,19081.0,114322,785.0,65,2,17.93,36,0.95,Bachelor's,Full-time,Married,No,Yes,Business,No,1
62,31190.0,199248,598.0,2,1,11.09,24,0.71,High School,Full-time,Married,No,Yes,Business,No,1
56,31111.0,13756,705.0,39,3,12.74,36,0.06,High School,Self-employed,Single,Yes,Yes,Auto,No,0
30,72625.0,33301,568.0,51,2,18.07,48,0.08,Bachelor's,Part-time,Married,No,No,Other,No,1
57,71498.0,171136,746.0,5,1,16.48,12,0.39,Master's,Full-time,Single,No,Yes,Other,No,1
47,70761.0,43172,616.0,120,3,15.59,48,0.1,Master's,Unemployed,Single,No,No,Education,No,1
66,44298.0,50996,681.0,10,2,10.53,48,0.12,Bachelor's,Self-employed,Divorced,No,No,Business,No,1
58,28802.0,87584,592.0,11,1,23.25,36,0.71,High School,Full-time,Single,Yes,Yes,Auto,Yes,1
69,33524.0,19183,630.0,25,3,6.06,36,0.05,Bachelor's,Full-time,Single,No,Yes,Business,No,1
30,28382.0,237221,546.0,51,2,4.57,36,0.38,High School,Part-time,Married,No,Yes,Auto,No,1
51,45523.0,96089,796.0,18,3,8.29,24,0.17,High School,Part-time,Single,No,Yes,Education,Yes,1
53,112309.0,15559,664.0,23,2,7.54,12,0.05,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
47,26716.0,12064,592.0,28,1,23.14,36,0.1,High School,Full-time,Single,Yes,No,Education,No,1
42,36492.0,168959,637.0,47,2,2.18,36,0.1,PhD,Self-employed,Single,No,No,Auto,No,1
19,52259.0,74316,695.0,31,2,21.36,36,0.3,Bachelor's,Unemployed,Single,No,No,Auto,No,1
53,80182.0,7359,717.0,5,4,10.94,36,0.05,Bachelor's,Full-time,Single,No,Yes,Auto,Yes,0
35,25224.0,14188,610.0,27,3,14.48,36,0.08,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
22,26511.0,7940,719.0,7,2,17.26,48,0.05,High School,Part-time,Married,No,Yes,Business,Yes,1
36,90749.0,224168,658.0,17,1,2.99,36,0.07,High School,Full-time,Divorced,No,No,Business,No,1
59,17928.0,46331,589.0,60,2,13.39,24,0.35,High School,Full-time,Single,No,Yes,Home,No,1
35,47550.0,42210,626.0,3,2,2.87,48,0.05,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
49,83927.0,192113,606.0,13,2,4.16,48,0.1,High School,Full-time,Married,No,No,Business,No,1
38,104171.0,47147,819.0,24,2,15.8,36,0.07,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,0
27,15446.0,48758,669.0,61,1,8.05,24,0.25,Bachelor's,Self-employed,Divorced,No,No,Other,No,1
54,31152.0,253475,723.0,45,2,5.13,48,0.42,Bachelor's,Full-time,Married,No,No,Business,No,1
66,25409.0,12088,762.0,16,2,3.09,12,0.05,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
39,44379.0,260080,667.0,20,4,19.69,36,0.95,Master's,Full-time,Married,No,No,Business,No,1
30,50070.0,15868,740.0,56,2,15.93,36,0.05,Master's,Part-time,Single,Yes,Yes,Auto,No,0
34,160000.0,43423,662.0,62,1,2.71,36,0.05,High School,Self-employed,Married,Yes,No,Home,No,0
26,40165.0,29714,651.0,22,2,15.94,24,0.12,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1
41,43062.0,191629,633.0,6,2,4.27,36,0.19,Bachelor's,Self-employed,Single,No,No,Business,Yes,1
61,33723.0,44873,621.0,20,3,9.2,60,0.12,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,1
31,20592.0,6397,704.0,78,2,16.52,48,0.05,High School,Full-time,Divorced,No,Yes,Other,No,0
63,27650.0,20037,569.0,28,3,8.26,36,0.06,Bachelor's,Full-time,Single,No,No,Education,Yes,1
25,24928.0,38812,561.0,44,1,18.68,60,0.29,High School,Full-time,Single,No,No,Other,No,1
54,71544.0,72693,735.0,0,2,13.41,12,0.14,PhD,Full-time,Divorced,No,Yes,Education,No,1
36,42623.0,54518,758.0,30,2,7.48,36,0.1,High School,Full-time,Married,No,Yes,Other,No,1
45,27293.0,118790,803.0,27,1,14.24,48,0.62,Master's,Self-employed,Divorced,No,No,Business,No,1
63,38504.0,110767,625.0,19,3,2.75,36,0.08,High School,Full-time,Married,No,No,Education,No,1
58,23645.0,58570,513.0,34,3,11.66,36,0.29,High School,Self-employed,Married,Yes,No,Business,No,1
47,22165.0,55821,499.0,59,2,9.16,48,0.23,Master's,Full-time,Single,Yes,Yes,Education,No,1
24,83799.0,24557,773.0,79,4,11.21,60,0.05,Bachelor's,Full-time,Single,Yes,No,Education,No,0
43,116394.0,195070,733.0,8,3,15.45,36,0.26,High School,Part-time,Married,Yes,Yes,Other,No,1
57,17918.0,9797,699.0,21,3,11.32,36,0.06,High School,Self-employed,Single,No,No,Home,No,0
63,65668.0,35353,714.0,10,2,14.2,36,0.08,High School,Full-time,Single,No,Yes,Business,No,1
63,36135.0,69876,718.0,16,3,4.45,36,0.09,Bachelor's,Full-time,Divorced,No,No,Business,No,1
28,32241.0,179753,821.0,20,4,8.82,36,0.49,High School,Full-time,Single,Yes,No,Education,No,1
31,55925.0,46772,567.0,46,3,11.3,36,0.09,Bachelor's,Full-time,Single,Yes,Yes,Home,Yes,1
38,25835.0,140755,585.0,74,2,3.18,60,0.17,Master's,Part-time,Married,Yes,Yes,Education,Yes,1
25,15727.0,11642,701.0,26,2,22.87,36,0.17,Bachelor's,Full-time,Married,No,Yes,Home,Yes,1
20,23428.0,50503,725.0,120,2,21.93,48,0.47,Bachelor's,Full-time,Divorced,No,No,Education,No,1
45,22156.0,27792,557.0,25,2,9.33,60,0.12,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
46,16212.0,100288,730.0,49,3,15.8,24,0.95,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
40,28565.0,40326,622.0,4,2,12.42,36,0.18,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,1
35,37520.0,43690,704.0,0,2,14.38,36,0.17,Bachelor's,Full-time,Married,No,No,Auto,No,1
52,61590.0,9018,550.0,0,1,4.68,36,0.05,Master's,Full-time,Married,No,No,Business,No,1
30,28790.0,39576,495.0,66,1,13.94,48,0.19,Master's,Part-time,Single,Yes,No,Home,No,1
29,22571.0,10056,708.0,2,1,7.58,24,0.05,High School,Full-time,Single,Yes,Yes,Auto,No,1
64,24175.0,26362,830.0,28,1,15.44,60,0.17,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
67,92631.0,13141,663.0,25,1,18.89,36,0.05,Master's,Full-time,Married,No,No,Home,Yes,0
22,23017.0,29431,815.0,45,2,21.84,60,0.28,High School,Full-time,Married,No,No,Business,No,1
56,88988.0,20478,542.0,11,3,2.74,60,0.05,PhD,Full-time,Married,No,Yes,Business,No,0
28,35740.0,25143,584.0,13,2,13.52,24,0.1,High School,Full-time,Married,Yes,Yes,Other,Yes,1
28,110346.0,14637,701.0,13,4,10.98,36,0.05,Bachelor's,Full-time,Single,Yes,No,Other,No,0
64,33354.0,39747,705.0,5,2,6.95,48,0.08,Bachelor's,Full-time,Married,No,Yes,Home,Yes,1
59,21847.0,46298,617.0,6,1,7.81,12,0.17,High School,Full-time,Married,No,Yes,Other,Yes,1
64,42872.0,113710,709.0,6,2,20.12,36,0.53,Bachelor's,Full-time,Single,Yes,No,Business,Yes,1
48,46010.0,51438,614.0,4,2,18.23,36,0.2,High School,Full-time,Married,Yes,Yes,Auto,No,1
48,50321.0,20585,670.0,44,4,21.87,36,0.09,High School,Self-employed,Married,Yes,No,Education,Yes,1
30,33556.0,84884,689.0,28,2,19.27,36,0.49,Bachelor's,Unemployed,Single,No,No,Home,No,1
31,16743.0,26164,817.0,25,1,3.25,48,0.05,High School,Full-time,Single,No,No,Other,Yes,0
66,49489.0,89732,585.0,33,2,4.45,36,0.08,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1
62,109622.0,34379,710.0,12,2,16.94,36,0.05,Master's,Full-time,Married,Yes,Yes,Education,No,1
59,125587.0,48252,732.0,39,3,16.49,36,0.06,High School,Full-time,Married,No,Yes,Education,Yes,0
42,46798.0,47041,850.0,9,1,21.63,36,0.22,High School,Full-time,Married,Yes,Yes,Home,No,1
50,15703.0,191919,789.0,51,3,13.59,12,0.95,High School,Self-employed,Married,No,Yes,Other,No,1
50,18923.0,15010,718.0,28,3,14.67,36,0.12,High School,Full-time,Married,No,No,Education,No,1
32,77849.0,172377,494.0,51,3,13.49,48,0.3,Master's,Full-time,Married,Yes,No,Other,No,1
33,76965.0,54530,700.0,1,2,16.95,36,0.12,Master's,Full-time,Married,No,No,Other,No,1
61,117167.0,308923,754.0,55,2,10.69,24,0.28,High School,Unemployed,Divorced,No,No,Business,No,1
55,44035.0,56077,567.0,3,3,15.5,36,0.2,Master's,Self-employed,Married,Yes,Yes,Other,No,1
23,84781.0,69092,586.0,33,4,12.8,48,0.1,Master's,Part-time,Single,No,No,Business,Yes,1
61,75981.0,88075,814.0,7,2,22.81,24,0.26,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,1
42,46156.0,108487,766.0,1,1,11.23,12,0.26,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1
32,68578.0,43955,530.0,9,3,4.82,12,0.05,Bachelor's,Self-employed,Single,No,No,Other,Yes,1
21,19702.0,73102,662.0,15,1,20.09,36,0.75,High School,Full-time,Married,No,No,Business,No,1
21,50680.0,62252,659.0,4,2,13.09,48,0.16,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,1
47,122353.0,36362,794.0,3,3,5.53,24,0.05,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
51,21184.0,108154,801.0,120,1,22.41,60,0.95,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,1
44,62696.0,17824,685.0,2,2,4.68,24,0.05,High School,Full-time,Married,No,No,Business,No,1
48,28538.0,15972,574.0,6,3,3.5,36,0.05,Bachelor's,Full-time,Married,No,No,Other,No,1
49,74459.0,85008,623.0,8,2,7.89,36,0.09,Master's,Full-time,Single,No,No,Education,No,1
61,56815.0,65881,506.0,11,1,16.41,24,0.19,Master's,Full-time,Single,Yes,No,Other,No,1
56,106211.0,27933,527.0,4,1,4.46,24,0.05,High School,Part-time,Single,Yes,No,Education,No,1
69,58559.0,65492,850.0,54,2,23.29,36,0.26,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,1
26,33485.0,93349,634.0,77,1,13.77,12,0.38,Bachelor's,Full-time,Married,No,No,Home,No,1
58,15383.0,19674,634.0,23,2,14.62,36,0.19,High School,Full-time,Married,Yes,No,Business,No,1
25,70112.0,57249,648.0,25,2,22.91,36,0.19,High School,Full-time,Married,Yes,Yes,Business,No,1
31,33376.0,109463,669.0,120,1,12.29,24,0.4,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,1
50,53870.0,36784,695.0,64,3,17.31,48,0.12,Bachelor's,Full-time,Married,No,Yes,Home,No,1
40,18885.0,55881,580.0,15,4,2.79,24,0.08,High School,Full-time,Married,No,No,Business,Yes,1
38,92564.0,9907,788.0,42,2,2.81,60,0.05,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0
29,35023.0,111483,604.0,9,1,18.35,48,0.58,High School,Full-time,Married,Yes,Yes,Auto,Yes,1
19,103265.0,100415,514.0,1,2,22.62,24,0.22,High School,Full-time,Married,No,Yes,Business,No,1
30,57967.0,41556,542.0,0,2,17.91,12,0.13,High School,Unemployed,Married,No,No,Education,No,1
21,19532.0,12618,658.0,23,1,5.4,12,0.05,Master's,Full-time,Single,Yes,No,Business,Yes,0
37,45295.0,69798,738.0,20,3,20.21,48,0.31,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,1
67,99252.0,56055,728.0,4,3,15.02,36,0.08,High School,Part-time,Married,Yes,No,Other,No,1
68,71325.0,156154,768.0,57,2,3.44,24,0.08,High School,Part-time,Divorced,No,No,Education,Yes,1
65,33943.0,24694,553.0,26,3,10.5,24,0.08,High School,Full-time,Single,No,Yes,Business,Yes,1
31,123588.0,6971,771.0,14,1,19.04,36,0.05,Bachelor's,Part-time,Married,No,Yes,Business,No,0
47,25946.0,22641,702.0,21,4,6.54,12,0.06,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
46,31456.0,38507,632.0,3,2,20.11,36,0.25,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
25,63480.0,15136,596.0,69,4,14.64,60,0.05,Bachelor's,Self-employed,Married,No,No,Other,No,0
29,24280.0,238931,581.0,10,2,11.91,36,0.95,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,1
58,40353.0,20091,705.0,5,3,2.05,48,0.05,Bachelor's,Full-time,Married,No,No,Auto,No,0
55,60670.0,72966,665.0,16,3,7.71,36,0.09,PhD,Full-time,Single,No,Yes,Education,No,1
43,51145.0,41320,505.0,9,3,20.01,24,0.16,PhD,Full-time,Single,No,No,Home,No,1
67,20909.0,53600,634.0,11,3,4.35,36,0.11,High School,Full-time,Married,No,Yes,Auto,No,1
19,49766.0,166897,623.0,52,1,13.2,24,0.44,High School,Full-time,Single,Yes,Yes,Auto,No,1
57,44760.0,50500,760.0,23,2,2.68,24,0.05,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
31,43563.0,26850,689.0,80,2,7.71,36,0.05,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0
23,76213.0,19970,624.0,90,3,5.63,48,0.05,PhD,Part-time,Married,No,No,Home,No,0
59,22112.0,138533,592.0,120,2,11.17,36,0.7,Bachelor's,Unemployed,Married,No,Yes,Other,Yes,1
57,63740.0,264312,682.0,4,2,15.1,36,0.63,High School,Self-employed,Divorced,No,Yes,Business,No,1
48,65084.0,22407,606.0,68,2,11.65,24,0.05,Bachelor's,Part-time,Single,No,No,Auto,No,0
34,59886.0,81793,536.0,10,3,20.06,48,0.27,High School,Full-time,Married,No,Yes,Other,No,1
42,39680.0,47283,689.0,29,1,5.74,12,0.07,High School,Full-time,Single,No,Yes,Education,Yes,1
49,32619.0,76955,653.0,63,3,15.63,24,0.37,Bachelor's,Full-time,Single,No,No,Other,No,1
29,32569.0,204812,644.0,2,3,20.9,36,0.95,High School,Full-time,Married,No,No,Auto,Yes,1
66,61323.0,24385,665.0,4,1,15.21,24,0.06,High School,Full-time,Married,No,No,Business,No,1
30,39113.0,85811,706.0,39,2,11.9,48,0.26,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
36,29460.0,39569,548.0,12,2,18.21,36,0.24,High School,Self-employed,Single,Yes,No,Other,No,1
61,49372.0,68425,589.0,31,2,4.03,24,0.06,Bachelor's,Part-time,Married,Yes,Yes,Business,No,1
65,78492.0,36318,785.0,3,3,23.24,24,0.11,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
42,17221.0,78929,754.0,107,3,9.45,24,0.43,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,1
48,140315.0,29704,833.0,20,2,6.41,48,0.05,High School,Full-time,Divorced,No,No,Business,No,0
54,18557.0,45207,727.0,61,1,23.1,48,0.56,High School,Full-time,Single,No,No,Home,No,1
42,40091.0,79023,719.0,33,2,2.11,36,0.05,High School,Full-time,Divorced,Yes,Yes,Home,No,1
33,43750.0,7618,652.0,90,2,19.33,36,0.05,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
55,20206.0,28857,532.0,25,1,11.23,24,0.16,High School,Full-time,Single,No,No,Education,No,1
60,101523.0,52403,717.0,10,2,19.84,36,0.1,Master's,Full-time,Married,No,Yes,Education,Yes,1
66,37317.0,9621,653.0,28,2,20.9,36,0.05,Bachelor's,Self-employed,Single,No,Yes,Education,No,1
40,20406.0,77873,515.0,120,4,8.93,36,0.34,High School,Full-time,Married,No,No,Auto,Yes,1
31,58520.0,105690,709.0,50,1,21.56,12,0.39,Bachelor's,Full-time,Married,Yes,No,Other,No,1
23,53110.0,15699,755.0,18,3,23.78,48,0.07,PhD,Full-time,Married,No,No,Business,No,1
42,130262.0,84334,591.0,50,3,22.88,36,0.15,High School,Full-time,Married,Yes,Yes,Education,Yes,1
40,35388.0,67341,628.0,36,1,13.63,36,0.26,High School,Full-time,Married,Yes,No,Business,No,1
60,25909.0,36747,691.0,83,1,6.4,36,0.09,High School,Self-employed,Married,No,No,Education,No,1
29,17165.0,15818,584.0,13,4,19.77,48,0.18,High School,Full-time,Married,Yes,Yes,Education,Yes,1
30,61233.0,190903,647.0,1,1,22.72,36,0.71,Bachelor's,Full-time,Single,No,Yes,Other,No,1
53,48615.0,42418,679.0,2,1,23.15,36,0.2,Bachelor's,Part-time,Married,No,No,Other,Yes,1
56,140916.0,17174,728.0,43,2,21.19,48,0.05,Master's,Full-time,Married,Yes,Yes,Other,No,0
51,58587.0,80985,659.0,35,2,6.73,48,0.09,Master's,Unemployed,Married,No,Yes,Education,Yes,1
23,109691.0,61173,704.0,39,4,16.2,36,0.09,Master's,Full-time,Married,No,Yes,Education,Yes,0
55,160000.0,106633,642.0,33,3,22.3,36,0.15,Bachelor's,Full-time,Married,Yes,No,Business,No,1
67,34577.0,337756,672.0,18,2,12.72,36,0.95,High School,Self-employed,Married,Yes,Yes,Business,Yes,1
69,20700.0,7754,690.0,2,1,19.96,36,0.07,Bachelor's,Full-time,Single,No,No,Auto,No,1
57,22628.0,85666,450.0,54,1,4.3,60,0.16,Bachelor's,Full-time,Single,No,Yes,Business,No,1
25,28414.0,276309,602.0,5,1,18.98,36,0.95,High School,Unemployed,Single,No,No,Education,No,1
25,39888.0,51361,756.0,120,2,3.43,60,0.05,PhD,Full-time,Single,No,No,Business,Yes,0
57,19570.0,80463,487.0,6,4,14.14,48,0.58,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1
50,27569.0,39908,693.0,2,2,11.42,36,0.17,Bachelor's,Self-employed,Married,No,Yes,Education,No,1
51,27875.0,31475,777.0,14,3,6.03,36,0.07,Bachelor's,Full-time,Married,Yes,Yes,Home,No,1
61,15143.0,76534,756.0,11,2,11.62,48,0.59,Bachelor's,Self-employed,Single,Yes,No,Business,No,1
32,30302.0,270819,730.0,112,2,17.83,36,0.95,Bachelor's,Full-time,Single,No,Yes,Home,No,1
53,19321.0,10768,807.0,15,4,18.75,48,0.1,Bachelor's,Unemployed,Single,No,No,Other,Yes,1
52,34656.0,37903,763.0,1,2,22.28,24,0.24,High School,Self-employed,Single,No,Yes,Other,Yes,1
63,22658.0,174426,627.0,120,2,17.34,24,0.95,High School,Full-time,Single,No,Yes,Home,Yes,1
39,75431.0,12180,721.0,46,2,23.92,36,0.05,High School,Part-time,Divorced,Yes,No,Business,No,1
40,17938.0,68149,542.0,120,2,8.3,36,0.32,High School,Part-time,Single,Yes,Yes,Education,No,1
57,85258.0,38744,742.0,11,3,5.4,36,0.05,High School,Full-time,Single,No,No,Education,No,0
62,45406.0,33382,654.0,3,2,4.14,12,0.05,Bachelor's,Full-time,Divorced,No,No,Education,No,1
68,36478.0,19100,751.0,15,1,14.86,60,0.08,High School,Full-time,Married,Yes,Yes,Education,Yes,0
39,42927.0,16639,683.0,4,2,9.62,24,0.05,High School,Self-employed,Married,No,No,Other,No,1
22,31512.0,48575,744.0,4,3,6.47,36,0.1,High School,Part-time,Single,No,Yes,Auto,No,1
48,19778.0,33434,672.0,69,2,6.68,48,0.11,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
30,65817.0,45582,638.0,120,1,9.63,36,0.07,High School,Full-time,Single,No,No,Education,Yes,0
45,107045.0,18084,686.0,120,1,17.1,36,0.05,PhD,Unemployed,Married,Yes,Yes,Business,No,0
37,119897.0,30865,529.0,17,3,15.23,36,0.05,High School,Part-time,Married,No,No,Auto,Yes,1
50,53878.0,342904,651.0,8,1,19.44,36,0.95,Bachelor's,Full-time,Single,No,No,Business,No,1
33,33487.0,32538,622.0,5,2,9.0,36,0.09,Bachelor's,Full-time,Single,No,Yes,Home,No,1
46,37777.0,36934,542.0,14,2,17.71,36,0.17,High School,Self-employed,Married,No,No,Education,No,1
40,52447.0,6204,600.0,27,2,21.14,60,0.05,Bachelor's,Part-time,Married,No,No,Education,Yes,1
41,75620.0,33762,549.0,40,1,20.44,36,0.09,Bachelor's,Full-time,Single,Yes,Yes,Business,No,1
51,31425.0,91480,528.0,21,2,16.5,36,0.48,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,1
24,102019.0,48490,611.0,55,3,20.69,24,0.1,High School,Full-time,Single,No,Yes,Home,No,1
55,28718.0,69209,702.0,75,2,3.94,48,0.09,High School,Self-employed,Single,No,No,Education,No,1
54,41489.0,53790,532.0,65,1,12.5,48,0.16,Bachelor's,Full-time,Single,No,Yes,Business,No,1
21,128872.0,11688,656.0,13,3,8.17,48,0.05,Bachelor's,Full-time,Single,No,No,Home,No,1
51,112434.0,29220,676.0,90,2,12.76,48,0.05,Bachelor's,Full-time,Single,No,Yes,Education,No,0
59,56646.0,76095,650.0,76,1,4.79,12,0.06,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1
39,28733.0,52636,731.0,15,3,4.43,12,0.08,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,1
22,23652.0,72428,850.0,16,2,4.42,60,0.14,High School,Full-time,Single,Yes,Yes,Education,No,1
67,17923.0,31794,800.0,2,3,4.02,24,0.07,High School,Part-time,Single,Yes,No,Business,Yes,1
59,58163.0,17917,605.0,82,2,12.73,48,0.05,High School,Self-employed,Single,No,No,Auto,No,0
40,39502.0,111251,577.0,2,3,4.63,48,0.13,High School,Self-employed,Single,No,Yes,Business,Yes,1
32,44725.0,33325,620.0,20,2,20.46,36,0.15,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1
48,37379.0,68854,704.0,38,2,8.31,12,0.15,Bachelor's,Unemployed,Single,Yes,No,Education,No,1
26,38086.0,33802,663.0,63,1,23.08,24,0.2,Bachelor's,Full-time,Married,Yes,No,Business,No,1
60,44642.0,162246,664.0,25,2,14.48,12,0.53,High School,Part-time,Married,No,Yes,Auto,No,1
42,100976.0,294245,668.0,34,2,15.93,48,0.46,High School,Full-time,Married,No,No,Other,No,1
42,16043.0,67805,666.0,37,1,15.7,36,0.66,High School,Self-employed,Married,No,No,Other,No,1
66,71617.0,60300,682.0,0,2,9.33,60,0.08,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,1
38,32330.0,115265,739.0,85,1,21.13,36,0.75,Bachelor's,Full-time,Single,No,Yes,Education,No,1
26,62816.0,48568,689.0,13,2,23.84,24,0.18,High School,Full-time,Married,No,No,Business,Yes,1
65,118833.0,127185,566.0,5,4,5.56,24,0.06,High School,Full-time,Single,No,No,Auto,No,1
55,27799.0,36957,738.0,19,3,12.83,36,0.17,Bachelor's,Full-time,Single,No,Yes,Home,No,1
39,18283.0,6945,752.0,39,4,13.07,36,0.05,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,0
60,24252.0,161701,647.0,52,2,19.21,24,0.95,Bachelor's,Self-employed,Married,No,Yes,Education,No,1
40,23790.0,81706,686.0,38,3,11.47,24,0.39,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
66,62397.0,47895,620.0,15,1,16.9,60,0.13,PhD,Full-time,Single,No,Yes,Other,No,1
21,17234.0,178909,594.0,34,1,9.89,48,0.95,Bachelor's,Part-time,Married,Yes,No,Home,No,1
46,16829.0,135699,604.0,16,1,3.36,12,0.27,High School,Full-time,Single,No,Yes,Auto,No,1
32,56401.0,11886,610.0,120,2,12.11,48,0.05,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0
18,43474.0,63753,782.0,120,1,18.6,36,0.27,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0
47,33930.0,51344,653.0,8,2,16.24,36,0.25,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
46,44978.0,94893,590.0,19,1,13.58,12,0.29,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,1
37,61513.0,26466,639.0,25,1,22.1,36,0.1,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
50,18822.0,5488,716.0,30,4,12.6,36,0.05,Bachelor's,Full-time,Married,No,No,Auto,No,0
58,43204.0,17303,783.0,17,2,9.97,24,0.05,Bachelor's,Full-time,Married,No,Yes,Education,No,0
61,75887.0,19214,706.0,22,2,10.72,60,0.05,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,0
53,30753.0,25669,657.0,24,2,17.92,12,0.15,PhD,Part-time,Single,No,Yes,Education,No,1
39,65391.0,32759,806.0,14,1,9.24,12,0.05,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,0
30,80346.0,78563,641.0,11,3,16.08,36,0.16,Master's,Unemployed,Single,No,Yes,Home,No,1
24,75199.0,9628,636.0,30,2,10.49,12,0.05,High School,Full-time,Single,Yes,Yes,Auto,No,0
25,51779.0,44995,561.0,17,3,14.67,60,0.13,Bachelor's,Full-time,Married,No,No,Home,No,1
45,59223.0,46426,607.0,107,1,7.05,12,0.06,Bachelor's,Full-time,Married,Yes,No,Other,No,0
62,69237.0,62406,,14,2,6.37,36,0.06,PhD,Full-time,Married,Yes,Yes,Education,No,1
60,61310.0,27311,549.0,6,1,13.89,36,0.06,High School,Self-employed,Married,No,No,Education,Yes,1
26,36031.0,23049,653.0,16,2,7.9,24,0.05,Bachelor's,Unemployed,Single,No,No,Education,Yes,1
42,21065.0,44685,618.0,32,2,4.16,48,0.09,Bachelor's,Full-time,Single,No,Yes,Education,No,1
33,27973.0,69659,762.0,17,2,7.81,36,0.19,Master's,Part-time,Divorced,No,No,Auto,Yes,1
27,23128.0,7737,685.0,10,2,10.69,36,0.05,High School,Part-time,Married,No,No,Other,Yes,1
28,30699.0,25852,718.0,20,3,9.01,48,0.08,Bachelor's,Full-time,Single,No,No,Home,Yes,0
48,38521.0,97875,700.0,17,2,15.38,36,0.39,Master's,Full-time,Single,No,No,Business,No,1
29,126836.0,44720,568.0,86,3,9.87,24,0.05,High School,Full-time,Married,No,Yes,Home,No,0
48,127193.0,186975,642.0,0,3,6.22,36,0.09,High School,Part-time,Single,Yes,Yes,Other,Yes,1
31,66376.0,126289,695.0,15,3,22.03,48,0.42,Bachelor's,Full-time,Single,No,No,Auto,No,1
68,152167.0,30290,511.0,12,4,14.72,48,0.05,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,1
61,160000.0,82737,509.0,7,2,7.02,12,0.05,Bachelor's,Unemployed,Single,No,No,Auto,Yes,1
49,90777.0,24237,675.0,23,2,9.29,36,0.05,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
67,17899.0,16563,639.0,28,3,14.53,48,0.13,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
34,34432.0,132728,363.0,0,1,4.84,24,0.19,Master's,Part-time,Married,No,No,Auto,No,1
52,41733.0,30869,507.0,33,1,10.45,36,0.08,Bachelor's,Part-time,Married,Yes,Yes,Education,No,1
18,19636.0,18645,576.0,14,1,6.1,36,0.06,High School,Part-time,Married,Yes,Yes,Auto,No,1
